sym_importers	mod_importers	module	symbol	kind
5	15	tldw_chatbook.Utils.token_counter	resolve_context_window	def
5	16	tldw_chatbook.Utils.tls_trust	build_httpx_async_client	def
5	20	tldw_chatbook.Utils.log_sanitizer	redact_log_line	def
5	20	tldw_chatbook.Utils.log_sanitizer	redact_user_paths	def
5	47	tldw_chatbook.Utils.egress	EgressFetchError	class
5	47	tldw_chatbook.Utils.egress	guarded_fetch_requests	def
5	47	tldw_chatbook.Utils.egress	same_origin	def
5	123	tldw_chatbook.Utils.path_validation	is_safe_path	def
6	6	tldw_chatbook.Utils.fd_protection	protect_file_descriptors	def
6	6	tldw_chatbook.Utils.sensitive_config_keys	is_sensitive_config_key	def
6	8	tldw_chatbook.Utils.atomic_file_ops	atomic_write_json	def
6	9	tldw_chatbook.Utils.filesystem_identity	DirectoryChain	class
6	10	tldw_chatbook.Utils.sensitive_paths	resolve_sensitive_context	def
6	12	tldw_chatbook.Utils.fts5_match_forms	quote_fts5_token	def
6	40	tldw_chatbook.Utils.optional_deps	embeddings_rag_deps_installed	def
6	47	tldw_chatbook.Utils.egress	create_default_session	def
6	67	tldw_chatbook.Utils.private_paths	PrivateFileWritePrecondition	class
6	67	tldw_chatbook.Utils.private_paths	PrivatePathResult	class
6	98	tldw_chatbook.Utils.input_validation	validate_conversation_archive_scope	def
6	123	tldw_chatbook.Utils.path_validation	validate_existing_absolute_directory	def
7	10	tldw_chatbook.DB.sql_validation	validate_identifier	def
7	47	tldw_chatbook.Utils.egress	check_url_or_raise	def
7	47	tldw_chatbook.Utils.egress	check_url_or_raise_async	def
7	67	tldw_chatbook.Utils.private_paths	atomic_private_write_bytes	def
8	20	tldw_chatbook.Utils.log_sanitizer	content_fingerprint	def
8	40	tldw_chatbook.Utils.optional_deps	get_safe_import	def
8	40	tldw_chatbook.Utils.optional_deps	require_dependency	def
8	67	tldw_chatbook.Utils.private_paths	verify_trusted_directory	def
8	123	tldw_chatbook.Utils.path_validation	validate_filename	def
9	12	tldw_chatbook.Utils.persistent_diagnostics	persist_event	def
9	17	tldw_chatbook.Utils.adaptive_reader_state	AdaptiveReaderEffectiveLayout	class
9	17	tldw_chatbook.Utils.adaptive_reader_state	AdaptiveReaderLayoutPreferences	class
9	25	tldw_chatbook.DB.base_db	BaseDB	class
9	47	tldw_chatbook.Utils.egress	guarded_fetch_httpx_async	def
9	67	tldw_chatbook.Utils.private_paths	PrivatePathStatus	class
9	67	tldw_chatbook.Utils.private_paths	atomic_private_write_text	def
11	40	tldw_chatbook.Utils.optional_deps	check_dependency	def
12	25	tldw_chatbook.DB.base_db	operation_owned_connection	def
13	17	tldw_chatbook.Utils.adaptive_reader_state	resolve_adaptive_reader_layout	def
15	47	tldw_chatbook.Utils.egress	EgressBlockedError	class
15	67	tldw_chatbook.Utils.private_paths	PrivatePathError	class
15	67	tldw_chatbook.Utils.private_paths	open_private_binary	def
17	17	tldw_chatbook.Utils.paths	get_user_data_dir	def
22	47	tldw_chatbook.Utils.egress	origin_set	def
22	98	tldw_chatbook.Utils.input_validation	validate_url	def
27	67	tldw_chatbook.Utils.private_paths	lexical_path	def
28	98	tldw_chatbook.Utils.input_validation	sanitize_string	def
30	123	tldw_chatbook.Utils.path_validation	validate_path	def
32	67	tldw_chatbook.Utils.private_paths	secure_private_directory	def
42	98	tldw_chatbook.Utils.input_validation	validate_text_input	def
77	123	tldw_chatbook.Utils.path_validation	validate_path_simple	def
